languages,English,stop_words,libraries
cs,Czech,"['a', 'aby', 'ahoj', 'ačkoli', 'ale', 'alespoň', 'anebo', 'ani', 'aniž', 'ano', 'atd.', 'atp.', 'asi', 'aspoň', 'až', 'během', 'bez', 'beze', 'blízko', 'bohužel', 'brzo', 'bude', 'budeme', 'budeš', 'budete', 'budou', 'budu', 'by', 'byl', 'byla', 'byli', 'bylo', 'byly', 'bys', 'být', 'čau', 'chce', 'chceme', 'chceš', 'chcete', 'chci', 'chtějí', 'chtít', 'chuť', 'chuti', 'co', 'což', 'cz', 'či', 'článek', 'článku', 'články', 'čtrnáct', 'čtyři', 'dál', 'dále', 'daleko', 'další', 'děkovat', 'děkujeme', 'děkuji', 'den', 'deset', 'devatenáct', 'devět', 'dnes', 'do', 'dobrý', 'docela', 'dva', 'dvacet', 'dvanáct', 'dvě', 'email', 'ho', 'hodně', 'i', 'já', 'jak', 'jakmile', 'jako', 'jakož', 'jde', 'je', 'jeden', 'jedenáct', 'jedna', 'jedno', 'jednou', 'jedou', 'jeho', 'jehož', 'jej', 'její', 'jejich', 'jejichž', 'jehož', 'jelikož', 'jemu', 'jen', 'jenom', 'jenž', 'jež', 'ještě', 'jestli', 'jestliže', 'ještě', 'ji', 'jí', 'jich', 'jím', 'jim', 'jimi', 'jinak', 'jiné', 'již', 'jsi', 'jsme', 'jsem', 'jsou', 'jste', 'k', 'kam', 'každý', 'kde', 'kdo', 'kdy', 'když', 'ke', 'kolik', 'kromě', 'která', 'kterak', 'kterou', 'které', 'kteří', 'který', 'kvůli', 'ku', 'má', 'mají', 'málo', 'mám', 'máme', 'máš', 'máte', 'mé', 'mě', 'mezi', 'mi', 'mí', 'mít', 'mne', 'mně', 'mnou', 'moc', 'mohl', 'mohou', 'moje', 'moji', 'možná', 'můj', 'musí', 'může', 'my', 'na', 'nad', 'nade', 'nám', 'námi', 'naproti', 'nás', 'náš', 'naše', 'naši', 'načež', 'ne', 'ně', 'nebo', 'nebyl', 'nebyla', 'nebyli', 'nebyly', 'nechť', 'něco', 'nedělá', 'nedělají', 'nedělám', 'neděláme', 'neděláš', 'neděláte', 'nějak', 'nejsi', 'nejsou', 'někde', 'někdo', 'nemají', 'nemáme', 'nemáte', 'neměl', 'němu', 'němuž', 'není', 'nestačí', 'ně', 'nevadí', 'nové', 'nový', 'noví', 'než', 'nic', 'nich', 'ní', 'ním', 'nimi', 'nula', 'o', 'od', 'ode', 'on', 'ona', 'oni', 'ono', 'ony', 'osm', 'osmnáct', 'pak', 'patnáct', 'pět', 'po', 'pod', 'pokud', 'pořád', 'pouze', 'potom', 'pozdě', 'pravé', 'před', 'přede', 'přes', 'přece', 'pro', 'proč', 'prosím', 'prostě', 'proto', 'proti', 'první', 'právě', 'protože', 'při', 'přičemž', 'rovně', 's', 'se', 'sedm', 'sedmnáct', 'si', 'sice', 'skoro', 'sic', 'šest', 'šestnáct', 'skoro', 'smějí', 'smí', 'snad', 'spolu', 'sta', 'svůj', 'své', 'svá', 'svých', 'svým', 'svými', 'svůj', 'sté', 'sto', 'strana', 'ta', 'tady', 'tak', 'takhle', 'taky', 'také', 'takže', 'tam', 'támhle', 'támhleto', 'tamto', 'tě', 'tebe', 'tebou', 'teď', 'tedy', 'ten', 'tento', 'této', 'ti', 'tím', 'tímto', 'tisíc', 'tisíce', 'to', 'tobě', 'tohle', 'tohoto', 'tom', 'tomto', 'tomu', 'tomuto', 'toto', 'třeba', 'tři', 'třináct', 'trošku', 'trochu', 'tu', 'tuto', 'tvá', 'tvé', 'tvoje', 'tvůj', 'ty', 'tyto', 'těm', 'těma', 'těmi', 'u', 'určitě', 'už', 'v', 'vám', 'vámi', 'vás', 'váš', 'vaše', 'vaši', 've', 'večer', 'vedle', 'více', 'vlastně', 'však', 'všechen', 'všechno', 'všichni', 'vůbec', 'vy', 'vždy', 'z', 'zda', 'za', 'zde', 'zač', 'zatímco', 'ze', 'že']",spark-nlp
cu,Church Slavic; Old Slavonic; Church Slavonic; Old Bulgarian; Old Church Slavonic,,
cv,Chuvash,,
cy,Welsh,,
da,Danish,"['før', 'hvorved', 'lige', 'henover', 'nogensinde', 'op', 'skulle', 'igen', 'ligesom', 'gøre', 'de', 'udover', 'her', 'mere', 'nyt', 'tilbage', 'ud', 'kan', 'ind', 'dine', 'sådan', 'enten', 'har', 'lavet', 'dig', 'forrige', 'af', 'som', 'hvad', 'din', 'også', 'hvorimod', 'herpå', 'aldrig', 'og', 'flest', 'ene', 'bør', 'hvordan', 'intet', 'mig', 'hvorefter', 'længere', 'bliver', 'få', 'mine', 'næste', 'deres', 'flere', 'alene', 'heller', 'på', 'tit', 'hermed', 'hvornår', 'med', 'sige', 'synes', 'sig', 'eneste', 'mens', 'jer', 'nogen', 'dens', 'noget', 'hvori', 'via', 'andet', 'mest', 'at', 'mindre', 'alle', 'temmelig', 'senere', 'derefter', 'lad', 'lille', 'alligevel', 'dem', 'må', 'ville', 'herefter', 'meget', 'fleste', 'heri', 'endnu', 'til', 'vil', 'andre', 'alt', 'gennem', 'jeg', 'overalt', 'denne', 'hvorfor', 'efter', 'fra', 'han', 'bag', 'skal', 'hvilkes', 'hen', 'lav', 'os', 'hende', 'egen', 'undtagen', 'hvis', 'hvorfra', 'nemlig', 'deri', 'den', 'nogle', 'stadig', 'anden', 'omkring', 'syntes', 'imod', 'under', 'hans', 'god', 'vore', 'enhver', 'selvom', 'langs', 'været', 'mit', 'men', 'gjorde', 'mellem', 'hver', 'ikke', 'vi', 'blandt', 'hvilken', 'foran', 'have', 'således', 'jo', 'kommer', 'disse', 'blive', 'gør', 'hel', 'igennem', 'måske', 'begge', 'nær', 'siden', 'nu', 'dette', 'du', 'derfra', 'hendes', 'hun', 'hvor', 'gørende', 'det', 'for', 'blev', 'hvilke', 'i', 'samme', 'vær', 'være', 'et', 'kun', 'tidligere', 'uden', 'gjort', 'sammen', 'om', 'allerede', 'fordi', 'der', 'derpå', 'nok', 'imellem', 'altid', 'selv', 'ses', 'burde', 'en', 'næsten', 'havde', 'ens', 'dog', 'er', 'indtil', 'dermed', 'derfor', 'ellers', 'først', 'hvorhen', 'mindst', 'kunne', 'så', 'end', 'ham', 'imens', 'var', 'vores', 'over', 'derved', 'hvem', 'min', 'da', 'lidt', 'lave', 'mange', 'ved', 'kom', 'ned', 'øvrigt', 'man', 'ingen', 'eller', 'jeres', 'ny']",spacy
de,German,"['á', 'a', 'ab', 'aber', 'ach', 'acht', 'achte', 'achten', 'achter', 'achtes', 'ag', 'alle', 'allein', 'allem', 'allen', 'aller', 'allerdings', 'alles', 'allgemeinen', 'als', 'also', 'am', 'an', 'andere', 'anderen', 'anderem', 'andern', 'anders', 'auch', 'auf', 'aus', 'ausser', 'außer', 'ausserdem', 'außerdem', 'bald', 'bei', 'beide', 'beiden', 'beim', 'beispiel', 'bekannt', 'bereits', 'besonders', 'besser', 'besten', 'bin', 'bis', 'bisher', 'bist', 'da', 'dabei', 'dadurch', 'dafür', 'dagegen', 'daher', 'dahin', 'dahinter', 'damals', 'damit', 'danach', 'daneben', 'dank', 'dann', 'daran', 'darauf', 'daraus', 'darf', 'darfst', 'darin', 'darüber', 'darum', 'darunter', 'das', 'dasein', 'daselbst', 'dass', 'daß', 'dasselbe', 'davon', 'davor', 'dazu', 'dazwischen', 'dein', 'deine', 'deinem', 'deiner', 'dem', 'dementsprechend', 'demgegenüber', 'demgemäss', 'demgemäß', 'demselben', 'demzufolge', 'den', 'denen', 'denn', 'denselben', 'der', 'deren', 'derjenige', 'derjenigen', 'dermassen', 'dermaßen', 'derselbe', 'derselben', 'des', 'deshalb', 'desselben', 'dessen', 'deswegen', 'dich', 'die', 'diejenige', 'diejenigen', 'dies', 'diese', 'dieselbe', 'dieselben', 'diesem', 'diesen', 'dieser', 'dieses', 'dir', 'doch', 'dort', 'drei', 'drin', 'dritte', 'dritten', 'dritter', 'drittes', 'du', 'durch', 'durchaus', 'dürfen', 'dürft', 'durfte', 'durften', 'eben', 'ebenso', 'ehrlich', 'eigen', 'eigene', 'eigenen', 'eigener', 'eigenes', 'ein', 'einander', 'eine', 'einem', 'einen', 'einer', 'eines', 'einige', 'einigen', 'einiger', 'einiges', 'einmal', 'einmaleins', 'elf', 'en', 'ende', 'endlich', 'entweder', 'er', 'erst', 'erste', 'ersten', 'erster', 'erstes', 'es', 'etwa', 'etwas', 'euch', 'früher', 'fünf', 'fünfte', 'fünften', 'fünfter', 'fünftes', 'für', 'gab', 'ganz', 'ganze', 'ganzen', 'ganzer', 'ganzes', 'gar', 'gedurft', 'gegen', 'gegenüber', 'gehabt', 'gehen', 'geht', 'gekannt', 'gekonnt', 'gemacht', 'gemocht', 'gemusst', 'genug', 'gerade', 'gern', 'gesagt', 'geschweige', 'gewesen', 'gewollt', 'geworden', 'gibt', 'ging', 'gleich', 'gross', 'groß', 'grosse', 'große', 'grossen', 'großen', 'grosser', 'großer', 'grosses', 'großes', 'gut', 'gute', 'guter', 'gutes', 'habe', 'haben', 'habt', 'hast', 'hat', 'hatte', 'hätte', 'hatten', 'hätten', 'heisst', 'heißt', 'her', 'heute', 'hier', 'hin', 'hinter', 'hoch', 'ich', 'ihm', 'ihn', 'ihnen', 'ihr', 'ihre', 'ihrem', 'ihren', 'ihrer', 'ihres', 'im', 'immer', 'in', 'indem', 'infolgedessen', 'ins', 'irgend', 'ist', 'ja', 'jahr', 'jahre', 'jahren', 'je', 'jede', 'jedem', 'jeden', 'jeder', 'jedermann', 'jedermanns', 'jedoch', 'jemand', 'jemandem', 'jemanden', 'jene', 'jenem', 'jenen', 'jener', 'jenes', 'jetzt', 'kam', 'kann', 'kannst', 'kaum', 'kein', 'keine', 'keinem', 'keinen', 'keiner', 'kleine', 'kleinen', 'kleiner', 'kleines', 'kommen', 'kommt', 'können', 'könnt', 'konnte', 'könnte', 'konnten', 'kurz', 'lang', 'lange', 'leicht', 'leider', 'lieber', 'los', 'machen', 'macht', 'machte', 'mag', 'magst', 'man', 'manche', 'manchem', 'manchen', 'mancher', 'manches', 'mehr', 'mein', 'meine', 'meinem', 'meinen', 'meiner', 'meines', 'mich', 'mir', 'mit', 'mittel', 'mochte', 'möchte', 'mochten', 'mögen', 'möglich', 'mögt', 'morgen', 'muss', 'muß', 'müssen', 'musst', 'müsst', 'musste', 'mussten', 'na', 'nach', 'nachdem', 'nahm', 'natürlich', 'neben', 'nein', 'neue', 'neuen', 'neun', 'neunte', 'neunten', 'neunter', 'neuntes', 'nicht', 'nichts', 'nie', 'niemand', 'niemandem', 'niemanden', 'noch', 'nun', 'nur', 'ob', 'oben', 'oder', 'offen', 'oft', 'ohne', 'recht', 'rechte', 'rechten', 'rechter', 'rechtes', 'richtig', 'rund', 'sagt', 'sagte', 'sah', 'satt', 'schlecht', 'schon', 'sechs', 'sechste', 'sechsten', 'sechster', 'sechstes', 'sehr', 'sei', 'seid', 'seien', 'sein', 'seine', 'seinem', 'seinen', 'seiner', 'seines', 'seit', 'seitdem', 'selbst', 'selbst', 'sich', 'sie', 'sieben', 'siebente', 'siebenten', 'siebenter', 'siebentes', 'siebte', 'siebten', 'siebter', 'siebtes', 'sind', 'so', 'solang', 'solche', 'solchem', 'solchen', 'solcher', 'solches', 'soll', 'sollen', 'sollte', 'sollten', 'sondern', 'sonst', 'sowie', 'später', 'statt', 'tag', 'tage', 'tagen', 'tat', 'teil', 'tel', 'trotzdem', 'tun', 'über', 'überhaupt', 'übrigens', 'uhr', 'um', 'und', 'uns', 'unser', 'unsere', 'unserer', 'unter', 'vergangene', 'vergangenen', 'viel', 'viele', 'vielem', 'vielen', 'vielleicht', 'vier', 'vierte', 'vierten', 'vierter', 'viertes', 'vom', 'von', 'vor', 'wahr', 'während', 'währenddem', 'währenddessen', 'wann', 'war', 'wäre', 'waren', 'wart', 'warum', 'was', 'wegen', 'weil', 'weit', 'weiter', 'weitere', 'weiteren', 'weiteres', 'welche', 'welchem', 'welchen', 'welcher', 'welches', 'wem', 'wen', 'wenig', 'wenige', 'weniger', 'weniges', 'wenigstens', 'wenn', 'wer', 'werde', 'werden', 'werdet', 'wessen', 'wie', 'wieder', 'will', 'willst', 'wir', 'wird', 'wirklich', 'wirst', 'wo', 'wohl', 'wollen', 'wollt', 'wollte', 'wollten', 'worden', 'wurde', 'würde', 'wurden', 'würden', 'zehn', 'zehnte', 'zehnten', 'zehnter', 'zehntes', 'zeit', 'zu', 'zuerst', 'zugleich', 'zum', 'zunächst', 'zur', 'zurück', 'zusammen', 'zwanzig', 'zwar', 'zwei', 'zweite', 'zweiten', 'zweiter', 'zweites', 'zwischen']",spark-nlp
dv,Divehi; Dhivehi; Maldivian,,
dz,Dzongkha,,
ee,Ewe,,
el,Greek,"['όποια', 'κατόπιν', 'εκείνης', 'κάπου', 'με', 'τρίτη', 'κανέναν', 'μέλλεται', 'έπειτα', 'άλλοι', 'ιι', 'λοιπά', 'μόνης', 'έκαστο', 'συχνών', 'τέτοιων', 'έναν', 'μέλει', 'όσους', 'συχνές', 'αδιάκοπα', 'ίσαμε', 'εαυτών', 'εμπρός', 'τοι', 'πριν', 'στο', 'τέτοιου', 'όσοι', 'αντί', 'τούτες', 'πολλούς', 'πάρα', 'οποιανδήποτε', 'συγχρόνως', 'συχνήν', 'άλλος', 'πέρσι', 'τάχα', 'προχτές', 'έτερον', 'παντού', 'έξαφνα', 'ιδίου', 'τότε', 'στα', 'τρία', 'τόση', 'ορισμένως', 'πλάι', 'ολωσδιόλου', 'οσεσδήποτε', 'τούτον', 'μήδε', 'όσα', 'περίπου', 'επόμενη', 'του', 'ταύτην', 'πολλοί', 'κτλ', 'ποιοί', 'τες', 'ιιι', 'μην', 'τόσην', 'ετέραι', 'τους', 'μετ', 'τέτοιους', 'τελευταίο', 'ανάμεσα', 'ήττον', 'έξω', 'ποιού', 'όλης', 'ετέρα', 'μάλιστα', 'ίσια', 'μέσω', 'σε', 'κακώς', 'απέναντι', 'απόψε', 'πρόκειται', 'είθε', 'κάποιων', 'μου', 'ετούτον', 'γι', 'προς', 'εξ', 'καθεμίας', 'πάντοτε', 'καθεμία', 'αυτοί', 'ου', 'των', 'εχτές', 'ετούτο', 'κάμποσος', 'κάποιο', 'μα', 'ανά', 'εύγε', 'αυτού', 'τουλάχιστον', 'μόνους', 'όποιος', 'καθένα', 'τούς', 'συχνώς', 'καθένας', 'αλλού', 'ορισμένες', 'ξαφνικά', 'μετά', 'εκάστους', 'πλέον', 'τόσων', 'ότου', 'πολλές', 'έστω', 'έχει', 'καλά', 'τούτης', 'αντίς', 'ενώ', 'κατ', 'ετέρου', 'υπ', 'τέτοιος', 'εσένα', 'στις', 'ανωτέρω', 'καθενός', 'ξανά', 'εντελώς', 'εμένα', 'όσην', 'μονομιάς', 'ύστερα', 'εξίσου', 'αυτή', 'εδώ', 'τέτοια', 'ποιάς', 'γιατί', 'πρωτύτερα', 'όσον', 'μια', 'εκάστου', 'οποίος', 'ετούτων', 'πάνω', 'πουθενά', 'μιας', 'ορισμένα', 'κανείς', 'πιθανόν', 'ίδιον', 'ίδιοσ', 'πολύ', 'κατά', 'τάχατε', 'τυχόν', 'κάμποσο', 'συχνούς', 'μία', 'οσηδήποτε', 'είτε', 'ήτανε', 'τέτοιον', 'σου', 'ήδη', 'καθόλου', 'μερικοί', 'άλλα', 'οποίαν', 'έτσι', 'στη', 'προτού', 'εκτός', 'οσαδήποτε', 'άλλης', 'εντός', 'είμαστε', 'όλων', 'τόσους', 'συχνού', 'μιαν', 'τέτοιας', 'εξήσ', 'κάθε', 'ταύτες', 'κάμποσον', 'ετέρων', 'που', 'δικού', 'τελικά', 'συν', 'καμίαν', 'μερικών', 'ίδια', 'εγκαίρως', 'όποτε', 'ακριβώς', 'ακόμη', 'εκείνα', 'οποιασδήποτε', 'ιδίως', 'λοιπόν', 'κάνεν', 'έκαστης', 'όποιοι', 'κάποιους', 'έχετε', 'άμεσα', 'μόνος', 'επί', 'είχε', 'μήτε', 'ευτυχώς', 'εκείνον', 'οσοιδήποτε', 'πάντα', 'πρώτος', 'τού', 'δεν', 'έως', 'πόσος', 'ετούτους', 'πιο', 'ορισμένων', 'οποίους', 'πια', 'κάποιοι', 'σεις', 'τούτους', 'ακόμα', 'έτερος', 'και', 'τούτου', 'έχομε', 'καμίας', 'έχουν', 'πού', 'έτεροι', 'κάμποση', 'εκεί', 'πρώτο', 'κιόλας', 'μας', 'πέρα', 'μείον', 'καθώς', 'δείνα', 'μεταξύ', 'ταύτων', 'εσείς', 'χωρίς', 'όσο', 'πόσην', 'μεν', 'τίποτε', 'όλες', 'έχεις', 'περί', 'κάπως', 'τουλάχιστο', 'επιπλέον', 'όλους', 'καθετί', 'όλην', 'όλως', 'εαυτόν', 'εμάς', 'όλος', 'να', 'μερικούς', 'προκειμένου', 'όλοι', 'άλλον', 'της', 'έκαστον', 'αν', 'μπορεί', 'κάποιαν', 'ετούτη', 'επάνω', 'κάμποσοι', 'συχνής', 'όχι', 'όσων', 'άραγε', 'καμία', 'τούτοις', 'συχνό', 'εις', 'οποιωνδήποτε', 'προ', 'μεσώ', 'κάποιες', 'έγινε', 'ίδιο', 'ήτοι', 'λιγότερο', 'κυρίως', 'ετούτος', 'δικά', 'απ', 'οσουσδήποτε', 'έχουμε', 'από', 'αντίπερα', 'αι', 'τούτη', 'έκαστην', 'πέρι', 'αλλιώς', 'ίδιαν', 'μέχρι', 'οποία', 'αυτό', 'έκαστες', 'ταύτης', 'τελευταίος', 'βεβαιότατα', 'ναι', 'άξαφνα', 'εφεξής', 'αυτής', 'οποτεδήποτε', 'για', 'εκείνες', 'κάποια', 'αλλοιώς', 'ταύτοταύτον', 'οπουδήποτε', 'δι', 'είσαι', 'τι', 'όλα', 'ποιούς', 'τόσος', 'δικός', 'ας', 'τέτοιες', 'ποτέ', 'ποιός', 'άλλη', 'δικό', 'έτερη', 'υπόψιν', 'ούτε', 'σας', 'είσαστε', 'ετούτοι', 'συνάμα', 'όλον', 'αρκετές', 'στους', 'την', 'ταύτου', 'ήσουν', 'μόνου', 'πόσους', 'στην', 'ήσασταν', 'τρεις', 'πως', 'ωστόσο', 'είχα', 'υπόψη', 'μαζί', 'οποίων', 'οσοδήποτε', 'γρήγορα', 'τούτην', 'τούτος', 'τούτων', 'γύρω', 'κανένα', 'οτιδήποτε', 'εαυτούς', 'πάλι', 'αφότου', 'ετούτης', 'τοσ', 'άλλες', 'σχεδόν', 'είχες', 'ποιές', 'έχοντας', 'οσονδήποτε', 'τούτο', 'κάμποσους', 'οποιονδήποτε', 'μόνων', 'κανενός', 'ένας', 'οποιδήποτε', 'τόσο', 'πώς', 'επειδή', 'εκείνους', 'τέτοιαν', 'τέτοιο', 'όποιο', 'εξαιτίας', 'εαυτό', 'έξι', 'δε', 'έκαστα', 'έτερες', 'έτερους', 'εγώ', 'τελευταία', 'τόσης', 'οι', 'ταύτος', 'πέρυσι', 'παρά', 'ίδιων', 'τα', 'εξής', 'ευθύς', 'οποίοι', 'κάμποσες', 'ταύτα', 'οσουδήποτε', 'άλλο', 'κάμποσων', 'λιγάκι', 'μονάχα', 'κακά', 'υπέρ', 'όλου', 'έκαστοι', 'όποιον', 'τέτοιοι', 'ωσάν', 'μόλις', 'συχνόν', 'άλλους', 'ενός', 'άρα', 'τόσα', 'όταν', 'υπό', 'είχαν', 'τάδε', 'ωχ', 'ολονέν', 'εκείνος', 'όμως', 'ι', 'όσες', 'ολόγυρα', 'κάποιος', 'εκείνη', 'βέβαια', 'μολονότι', 'στης', 'κάποιας', 'ήμουν', 'μακάρι', 'τις', 'ετούτα', 'λίγο', 'αρκετά', 'εάν', 'πόσης', 'τούτοι', 'ιδία', 'είναι', 'αφού', 'κάμποσης', 'ος', 'ίδιοι', 'δα', 'στων', 'κάτι', 'τίποτα', 'στον', 'μόνην', 'ολότελα', 'άλλων', 'αυτόν', 'ιδίας', 'τόσον', 'έκανε', 'όση', 'οσηνδήποτε', 'ήταν', 'αλλοιώτικα', 'πάντως', 'ως', 'κατιτί', 'μεμιάς', 'εν', 'έκαστη', 'αναμεταξύ', 'ετούτην', 'εσάς', 'διόλου', 'δεξιά', 'περισσότερο', 'πλην', 'ετούτου', 'αυτός', 'ποιό', 'ίδιος', 'αυτές', 'έγκαιρα', 'σαν', 'οποιουδήποτε', 'οποίο', 'πόσοι', 'εκείνου', 'ταύτη', 'εκείνο', 'συνεπώς', 'εκείνων', 'στου', 'έτερης', 'το', 'μπρος', 'ω', 'μόνο', 'πούθε', 'όσου', 'εαυτού', 'λόγω', 'κάποτε', 'δικοί', 'δηλαδή', 'πίσω', 'ειδεμή', 'δήθεν', 'οποιεσδήποτε', 'ήσαστε', 'πόση', 'εντωμεταξύ', 'άμα', 'ποιών', 'κάποιου', 'οποιαδήποτε', 'πρώτη', 'συχνή', 'οσοσδήποτε', 'όλο', 'έτερο', 'μακρυά', 'πρέπει', 'αύριο', 'συχνός', 'κλπ', 'κάμποσα', 'ένα', 'άλλοτε', 'μόνοι', 'οποιοσδήποτε', 'τόσου', 'εναντίον', 'αυτών', 'επίσης', 'είχατε', 'αμέσως', 'όποιες', 'πότε', 'τη', 'τόσοι', 'όλη', 'κάμποσην', 'οποίας', 'ήμαστε', 'αυτούς', 'άνω', 'εκείνην', 'πολλά', 'μόνες', 'οποίες', 'εκείνοι', 'κανένας', 'ετούτες', 'έχω', 'ουδέ', 'οποιουσδήποτε', 'κάμποσου', 'καλώς', 'αρχικά', 'μήπως', 'μέσα', 'έκαστος', 'πρώτα', 'συχνάς', 'προχθές', 'μπορούν', 'μεθαύριο', 'ωσότου', 'ώστε', 'όπως', 'είμαι', 'είστε', 'τόσες', 'κάποιον', 'χωριστά', 'είχαμε', 'μερικές', 'εμείς', 'δίπλα', 'διαρκώς', 'αλλαχού', 'άλλην', 'όσος', 'τελικώς', 'άνευ', 'αυτά', 'ότι', 'πόσες', 'μερικά', 'δια', 'ετέρας', 'τώρα', 'μόνη', 'πρώτες', 'οπότε', 'εκάστων', 'κάτω', 'θα', 'ποιόν', 'αλλιώτικα', 'όσης', 'ποιάν', 'δίχως', 'ίσως', 'οσωνδήποτε', 'έγιναν', 'ο', 'μη', 'πρόπερσι', 'κοντά', 'μάλλον', 'νωρίς', 'ποιά', 'αλλά', 'οσησδήποτε', 'εσύ', 'ώσπου', 'τον', 'οποίου', 'οποιοδηήποτε', 'αυτήν', 'ήμασταν', 'όπου', 'η', 'δικούς', 'ίδιες', 'επομένως', 'τούτα', 'ίδιους', 'συχνοί']",advertools
